userId,itemList
AG3RZNDU6KHJVXWUUYOZQ45TJKGA,"['B0076W9Q4Q', 'B0076W9Q5A']"
AGHCZRWPTD3375X7DZION4K5R36Q,['B00KQCOV5C']
AEHUB5D5BANJT5PLCWBI2FTJ5AEQ,['B00JHME2I8']
AHOVRAETVQ2XIGCMK2BG6YZRLTJA,['B005LDLP8W']
AGSO56MXLUU4RV4U6NFSHKXUNEDQ,"['B0076W9Q4Q', 'B0076W9Q5A']"
AEODAWB4777XKXNBCSJPYE6H7CDQ,"['B00U3TQO7G', 'B00U3TQR6O', 'B00N2S6W86']"
AHSERWT5E6UZE25IH6ZIIXGTM4BQ,['B0043WJRRS']
AFNIXP22HS2GWXRQV22EDGQEDIRA,['B006QKXURS']
AECUXK75WNLG2WQE2WHBLJYWYZ5Q,['B01DBV1OKY']
AF2EQSNXLOZAZUFNQ6PC26IKLHKA,['B00007GQLU']
AFNXXPF2KVN5HGLHL5QICB47WRYQ,['B0055CR9M0']
AHRGOCHY6BC4W2E2KJKT2DPRELKQ,['B006QKXURS']
AGGL55CAJOABDX5PAC2WQ36QYHXQ,['B00NCSQ5GK']
AHJELEGQQIEJLEFAWJTVRNYR37KQ,['B00EZ8BEXK']
AF4XSWRSCE2IRTLQCGN3F5QVBGFQ,['B01GCGKBWC']
AFYQ376SYG73Y4QRMOPPVB2SL6UQ,['B0011UB9CQ']
AEVXN6HXBIVSCTWVUY27SC7TWWGA,['B00OD71FKU']
AGJNPWUT2IKKZMWRGHWDVHSV46ZQ,['B00CSW4BGW']
AGU2MXG3XVO4MEFK5OYDF3P3TU7Q,['B00NH12O5I']
AEQ54DB2TFJSFD7CVC7OIE22RMUA,['B00W4ZLZP8']
AHJTEOT4QNWDO76GUMH4GTIED67Q,['B00UI0NGXA']
AE6PXDPXN5HN4IZWVBDYC2MTJR6A,['B00OQ0CYFE']
AFOGF2VAZFDMUUXDY4AQUUSHBAZA,['B00X28GH0Y']
AH4KEQJIKDQ256ZT6VEE4WNA27GQ,['B00MFDX4YO']
AFADTE2WCB26MEUMHHIZA73NGWRA,['B005LDLP8W']
AHFLR6LGXL265NIZWF2QPSDQYS5A,['B000PO1H80']
AFLMOOO7FVW3OQLAZG5FPTBCDJXA,['B00NNMB3KS']
AFNYP63ISSPK6U7SS2VON2CQJWFQ,['B00JCRZ6XS']
AEDIWL5X2QHUYOB37E7E4H2MDRSQ,['B00OOLKD3U']
AFHQPLRBLYHFBEKA6LHRU2VHMJTA,['B003B2YJBA']
AEF3ZT5MR65VISJNK2WDALT6OSSA,['B005DKZTNK']
AHULNH36C7E6T4LRN2HOYFX6YVDQ,['B005GTO07O']
AHXL3LBFQP3GNWJBY6DHR3XRQFQQ,"['B019954Y2Q', 'B00FZHWFEW']"
AGNMFW7V4YF6E2FJONL5PGED4OKQ,['B017OF723Q']
AHRTSYMDZ3VUVYM56RTI46U5LTTQ,['B00NH13S44']
AEKWWLNBMVN6N3OQ2VQCBBOGHKSQ,['B00NI3CSIS']
AF4OGI7WVMEOATD2I5V3OEXOQ2KA,['B00A30FELW']
AGUKF7JS5RE7KLXF27QZISRYDI2A,['B00LS5NFQ2']
AG7A5E6IMGWTP6DGPYCABEXA3QJQ,['B005JRH9V2']
AENMRP2TWRWIIQFY2IR4ETTXKDLQ,['B01C9KG8IG']
AGQQQ7XDYHFZYKQ7NLBKBZJXXIUQ,['B002CQU14A']
AGMT7WS4426AN2FUOFTQDYLH777A,['B00NH13K8S']
AGGME5YVZPEB6WRZOCAREWY2OASQ,['B009AELU06']
AGV7GUC3WOHZT7QULIR5IRQLFGDA,['B00OQ0CYFE']
AHRV3GJTK4TLHB2IFXYHFJRFKPRA,['B008X3JGSI']
AE5T4JLDPIUNIRW3UB6IL6XB5OYQ,['B0058VIWTM']
AHZCMGHYF3JDJYEW7242R5GHMBKA,['B005LDLP8W']
AFQKKRDLHZYECIWLIDVTOR4EDYZQ,"['B00937115E', 'B00C2AS5C6']"
AEK7RW7C63B4LPMAFWR7ENN2WLLQ,['B019FRDAY6']
AF4D2IMRRZD3ECQPBYB4V6H4JGEQ,['B00Y3CTEG2']
AGK56FGBUOCARX2BH4DVG5EW6KRA,['B00DQGBYDC']
AFKBPKXRM2AVD2E47SZPZWDMNDEQ,['B00HL862QK']
AGIWA4XEACTNUMIOIOPO3IQC76AQ,['B00NNQE8V0']
AEB642VPRDNG63MCIEIZOF4G4RRQ,['B0093CHZ8G']
AFPFA2QGTABVNDU7J4R5TMG5GFPA,"['B003Y302CG', 'B003Y2YE5S']"
AGLKAGV5SLPP42IOZGV4RQ2XETJA,['B00HL862QK']
AEVGUGLXFEPXUYG7TAJP42CNDUOQ,['B00X28GH0Y']
AEI24XO6JJGP6UBK6EEEITMROSKA,['B00NI3BZ5K']
AH2PF37GYKEMQWEYI2Y2XOOSUWHQ,['B00JCRZ6XS']
AFEM76HSZDLUETZI6IMRQWT5ZARQ,['B00029MTMQ']
AGX4YZOCLR5TRJNCUAJR3SOXYNTQ,['B00UFBZOKK']
AEBA7NBDL5PNP6GJ754U3P7CKAPA,['B019FRDAY6']
AGC22LIQJCWCRMEUL4XBHGCUFAPQ,['B00WGQNJK4']
AFBGMGVLEU7IKSPC5PT4XDPWYYQA,['B002LE8BJA']
AFNNGJ2JAVD7RP26SUVK4GGUPP7A,['B005LDLP8W']
AFNDLA4IKUKCGOYA2LVMOFFVOKOA,"['B00004T8R2', 'B00009RDIF']"
AEPKNN6FYW622JUBL2ZMBDRWAAJQ,['B001EHG7DM']
AED3UEJEYHPQIBIITJ77G3AZF2AQ,['B00AWRUICG']
AE6OIOKRIMLTZTMZ44WJANHQCFGA,['B01E5XNP5Y']
AHQ4DQ3JFI4FL6HF3EJXR37X6Y5Q,['B00EKQC88C']
AHGBB5PGATKVWACC4I4MTO6NXJ5Q,['B00ETT3WB2']
AH4BJ3IBEEZLCQY7FMYOYLVBA5SQ,['B004YW7WCY']
AGMUZICCHREA7XQZDNWPMYSTHQPQ,['B00UFBZOKK']
AETFSOD565TES2DUDVY4AV3D7KBQ,['B005A0B7CA']
AFPE7EWBYVQGIDKZSMOYWQD5IKUQ,['B013LDTX8M']
AHA7EDY2VDZ7TJ7RLVEJ4RCWD2RQ,['B00V5Q1N1I']
AGLU4Z7H7GJ2G53CQN3U5AL5W3HA,['B00R8KA00K']
AH5Z33HBX7BXVIFFZYDREE2IK7LA,['B00ECWKD6I']
AHXZWQ5VJ63Y62JJ6VK33TLAZJ5A,['B00MUTWLW4']
AFK332X6PCKN2JTV3THEID6BTJTQ,['B00WGQNJK4']
AELM64NPYUIPET36MGAAIMBQWY3Q,['B015HDS5TC']
AHYMAORDGJ3K7UXOM6UFFWLLUYIQ,['B00CSW4BGW']
AE4ISANYC67RAGXTC6CFFSPSXFHQ,['B0028Y4DCC']
AGR6B4IBGPA5CPDT7Q6F3LEWF3LQ,['B00VBNQJLY']
AGIEZNMWIXFGELCPQHJVKVSKJ36Q,['B004AB4Z10']
AFWSSPJBZTBKTJJVJR5JCD2HAW3A,['B00B7LQARS']
AEBMT5QREIY7W56UUK73QQM533CA,['B006DAD8HS']
AFFX4ZIOHLYEQ7HL5RIFGCXPDMHQ,['B01DBV1OKY']
AGQMZOAN5DYS5GFB6PM6VLIR3EYQ,['B000GAS3K8']
AGWT45WK4PCSVD63WVXR53M3VIKA,['B00W4ZLZP8']
AGYSBUM3RCNBZL343F4HBY4MBDVA,['B001JD8J8W']
AFVKJ2KX2QXAECT7HCJBMKNMJ37A,['B01GCGKBWC']
AHAT7NX5HVDL3PKFODAHIYBAHNKQ,['B019FRCQAK']
AFNBSY65KEFZBILJ7A57NRVMO4PA,['B001U14MO8']
AGFF5CMW7UTQZET4GA3WBF2CNGAA,['B00MCVOILM']
AHQVG26GJ6K3WTGOKYGCBGHOVA3A,['B00MYT481C']
AEBNK6QUT2KF6QNSIU2MXRCWKTDQ,['B00BZC09KS']
AEEIYV7VUBDGGR5S64TLJAD4GHWQ,"['B005LDLP8W', 'B01ALGJS32']"
AESANKBYAMAJXPKHVSIKHZAQJB7Q,['B00NI3BZ5K']
AGTQDSDS2TUZBCNA7RAFAPYEP57Q,['B008TYF0F4']
AEOOCS52KCMPVSVD6J57TM3NTZHA,['B00008Y0SI']
AFZUAD4DRBAPST7IAU4PXJXV4ANQ,['B003ELYQGG']
AFCFLFK2FVAWWH2YIBXNP255W4IQ,['B0013RTHEO']
AFQSVZB7XOWA2CJQ4CLTNMTQQW4A,['B01DBV1OKY']
AFWFAHDGY6FWTE5OK6D7T7OGYL4A,['B00B2HP9T2']
AHW5EFMRN57JHWU2G2AV6PSGY25Q,['B004FHO5Y6']
AHS5ZZVXBPLIU6WFLFRT6LIPLFVA,['B00KQCOV5C']
AFTSIZ5ZKDJPYGH3F5CI5OZOXHEQ,['B01EWOE0UU']
AHBEGFO3VSF7ARGRWHHMSOSUHMRQ,['B01GGKYXVE']
AG4IU65GZVLFQ42FKDHZP6A4NSRQ,['B00C3XW5L4']
AEISHPNO5AX2IXEDOQLN4H6G7MAA,['B006QKXURS']
AHWEE32YE4PLE4DWIVBK6GCEU6OQ,['B00MCVOILM']
AGG6MW3FTWNCZ5HI362QZW3VG7DA,['B006SRUNXS']
AGWBP5UXGUUXH4YK24OAFTZPFVGA,['B00Y44AAQW']
AG2LTEGKC6EHL5T4H4BN4BZCN6XA,['B01ENJ1PHK']
AFFTYHYXBW6SVFDU4SAYHSRTKLGA,['B00VFHBGY6']
AEUQ7SPZFDYZVNCPG5OYMFCHXDYA,['B0076W9Q4Q']
AHOIBCK66UKGOFH7UNNDKA6ENFLQ,['B004FHO5Y6']
AF2J6NKFP67CLUWVYBNABE5H674A,['B00ECWKD6I']
AGCLFNWUQSNKJMLBHLRSPPKVI4WA,['B00KF7MVI2']
AG4NONDF2NTL7BTP4Y6FC3ELLAHQ,['B00904WS2K']
AFOLPQSATXJAWFWTR375V77WDJVQ,['B019FPK7LM']
AGDT2CVEEVRGRCW4R3F3WXUTLCHQ,['B00LM0U8I6']
AHTIJIY7QSJP4JEKNJV6TRRSVIOQ,['B006U0Z0O0']
AE2NYO773EAQ6DUCZKFCY3R23B7A,['B0006B486K']
AE5M3HVT3FBWASTN7MCAQKYCHJKA,"['B00009KH63', 'B00L7UZMAK']"
AGMRWMZUXP2AWSDBG5MGTKJMLLAQ,['B00PK2LJ4E']
AHJ5K6CBHCIV2QBDJQO7346SOYKQ,['B00L4YR0BS']
AFDZAOZUPITZBI36P6UZOLFPZDAA,['B00KV9TQXM']
AGOEKNMY3D4S73WVTXFOH7BF6MMQ,['B00KQCOV5C']
AHDLMXL2S5R3EDIMHFM3XIOQHB6A,['B00BTYOKXO']
AE66JHDHE3V54AB4KCTLMAITXZZQ,['B005EJH6RW']
AGSP2VUG6JDXRAGVVO2HSQ6UIODQ,['B00K3K8TKA']
AFL3K3WAQNDLP7XYHVIJ3GRPFA2A,['B00LAX52IQ']
AEURGXBW6R5ADV33OEJOT7EEZZSA,['B00DQGBYDC']
AG5P2SXK4KGYWBO2GVZD6EUFTPSA,['B00JCRZ6XS']
AHFWYC2QKTTDWD563XZLSEM34P7A,['B00IXNQ6XQ']
AH73B767OWJGVAKXLP4NMDQGPUZA,['B00FSB79FU']
AEBJZVJBSS3ULN6SZ54KX5IPAHCA,['B00B2HOKCY']
AHVNEKOQS6YAJTIOXXMDQRJVIHOQ,['B007GMPZ0A']
AH32HOSM45DASFGOP57ETUDP3DJA,['B00T0DW3F8']
AFIJLXIP33XJ72VYQY46FO67DJ3Q,['B007Y4NWQE']
AEC34RDOLKSYO4L4OWTZYN7VO4QQ,['B00001P4ZH']
AFHXJP7R2H2S3KQVZMERSGAUG3CA,['B000068O18']
AEPJW3XN6TCCVMAMB6OEOIH52P7A,['B00FE690DI']
AGX2ABVTSY6MQD4GUKZF555MKZAA,['B01D5H8JW0']
AHCPRXIB43DQTSTZ7HFGBPQFCOHQ,['B00G049NO4']
AEU4KLMVETEDBOX5DUH6JGW3WJCQ,['B00HL862QK']
AH3RR62XARL2YCISNK7HRLWVGEOQ,['B00HL862QK']
AGUWK2FFZGJXIER7RE4MAGBGQC3Q,['B00NNMB3KS']
AE3NVVGX44ITCANKEIZELELBAH2Q,['B00MUTWLW4']
AHNUZG7VEEDAZ2BDI7M2Y5HKAX2A,['B00VB3Y89E']
AFHMYWIUWSNKIZ3XTBNJJ3YBMMKA,['B00881CT1Q']
AFRQQHOSGWOPMABVU3L53S4PDERA,['B006QKXURS']
AFC2SRXZ5URP5KXGIJAPI7MDITNA,['B013U542QE']
AGBNHQMQX66RWH6LPNOO3XTEADOA,['B00AKGH9KI']
AGXPOV27ZTCAKDRYA6RXAFXOWHAQ,['B00CMKOVMO']
AF34OYCCF5SWAZNEFTUX7Q2ACQQQ,['B00OQ0CYFE']
AHMSWJ4ICQII73E55VCHR7KIXIOA,['B0006NL5SM']
AH2UCF4LOWVWSURT47ALQOQXGXVA,['B00X8MRBCW']
AHFRVG56QJW7FFJU5HYEC4WLVF5A,['B006QKXURS']
AGIRJPPZJGCO45BN4FOOJECVQMNQ,['B00AQUO5RI']
AGS4CDECBEG2QCPRF4XOL7FAM6YQ,['B00NH13K8S']
AHSQRKXUMR2T7EN4MN3MIOBZCBUQ,['B018SX50ZK']
AEQOCR4FPHDFJGAJDR6Y5UB36OSA,['B0014E02AO']
AHQRIDUN6H4KKLQHDCQU5P3ZURZA,['B00R8POXP8']
AHU2P7HALKONE3E2SHKRJZWTZLHA,['B00EB4ADQW']
AFDQWNI57ISAA2DUNB4UVIVU47RQ,['B004MPR3XG']
AHOY3ZFZ54N5HKYHJBN3G5AEXV6A,['B00WGQNJK4']
AG7JF7KADWO4OMJTHECX3H4J626A,['B00KQCOV5C']
AFACICYBHAZPKA2WSMWMP3ZBE6SA,['B00MYT481C']
AFRXQOYHR3DGZM5WZANYGNLAIEYA,['B01C9KG8IG']
AEYBO4KZE64KOLLPYQEFEHQD2ETQ,['B01GGKYXVE']
AF25NNKFB2QT76SP76HRS557QFCA,['B019FRDAY6']
AGMYJEUCARLJ5YPBIPUAIMJUZDSA,['B00WHUTQZ6']
AFGASYQ3I2S27FLSXMTKS7JOXYDQ,['B00P0GI68M']
AF4DQHU75S75TV5LI57VTTUDX47A,['B01D5H8JW0']
AFGKM2XI3CNSRXZT7DUT4XH3DKCQ,['B00ODDEABK']
AGTXA3J35OZE5CXRMATYAAPVO5OQ,['B01DBV1OKY']
AGHIOLBPQ7BJ7ROE3QWMJMC6OB3A,['B00001P505']
AFGC43CXRCUDWQMPK67UGMTAWT4A,['B00001P4ZH']
AGR7XSUZ24NFEQPPCB4ICUTNSFIQ,['B019FRCQAK']
AFJWJMBZWBHWAMCV6PGVYW7BPR3A,['B008021NSI']
AH5QBFM22TH7CWLMOY3I77FW2VDA,['B00NNMB3KS']
AHRHCJXC334USTXI6HQMWPG6G7YQ,['B00C2NOIN8']
AHR5TM5P2HVO7ISXSBRD4IC3NPHQ,['B00W4ZLZP8']
AEA34GAVNMCYKTG4RAZM6AG2H5TQ,['B00C2NOIN8']
AH77Z2IFGLBCZQOX4TA4VL3GWKFA,['B004X6ABTM']
AF6OJZPV4OVY5BF5BK2ZUVS4CMBA,['B00HL862QK']
AEKRWLRGOBBEUBAPGUVK6FXVMZVA,['B00P0GI68M']
AHWQ6NDHW4VPJBLTAKV3WHRTLFOQ,['B006MI1UQM']
AGC74BGTQ2PWRJUZSQC4KL4243SA,['B01CZTLHGE']
AHPUORLX6VXTAWVA23CNVIGDKB6A,['B01D5H8JW0']
AEUHMS4ZJM4DM4A4L5HDCPZV6F7A,['B00QV4IPVA']
AFNBLKN6ET2SJI44P4HVBYNV4DWA,['B004WO8HQ4']
AEC6MY7KTP5WHIVUSASIT6AAT5NQ,['B00PUZRKXK']
AFLBW6Q5JLJUZ4FNDNAYJWRPDBEQ,['B00E4RWFF8']
AGWCO5VEPPXP7XEXWGEDHZLBAFUA,['B007SHJIO2']
AGZN7EDDOWV45ZUD5UMJZ2NACBGA,['B00C9FLSLY']
AGNQIOUH7PWBIFZVCENZOI7746YQ,['B00JRUC7LO']
AGMZYM7L5AK3W46GV6Z7HU4F6JUA,['B00MUTWLW4']
AFGTRNB5GAIVSIVNXWCUNKSBM7YA,['B00X8MRBCW']
AHENMFSPEGDCWSDMBMM4LSVUZ3DQ,['B019FRDAY6']
AHG35E55V4GSIOSOEV7P265POPPA,['B00IQCRP7U']
AGYQXRZXWPZVRMRTKZ24ABKVLR2Q,['B00PBOHAR6']
AFF7NJQ32VPB6GLVXF35T4U3Q6YA,['B000L4CHJ2']
AEJQYMEOMYKSI6TPCYEZGKZX5QXQ,['B00EB4ADQW']
AGUBNSZMS5NIRISA7OP6AHPRQVEA,['B00UFBZOKK']
AE2QWGIX2LYDJKYVJLF53PDCKHFQ,['B01DM7AEF8']
AFCUMHKEJPYD6PNETV3CL7ZZEK4A,['B00B21TLQU']
AFDHNCQYLRWE67GGHW5NCYNATSZA,['B00D2LGRPG']
AFN2TCMZQWG3YH2U3E2LIRMYKDIA,['B00NH134L6']
AFK6NBXRTYP3YWLTICACVYS7XIHA,['B00CNYV942']
AFYQ5SMCNOOBUEU5KI6CXNPXAGVA,['B00I4I92C2']
AGVK42CJ5G2PRMIL36PJBKXAYG6Q,['B00BIFNTMC']
AG33YSSQTAISGTNABQQYFYQJL3NQ,['B004FHO5Y6']
AHKSRIYV2F3QQYYVM57BHKJXNIGA,['B00TFAGFZ0']
AESS5WMQXHAP76YQWPYHPEIYSTIA,['B00BP8UHF4']
AH3GPWQTUTUN2C5HMUX7GE7JWFUA,['B000OOYECC']
AHUE3T25FTIFQWOZJRG2K652PCGA,['B00CSW4BGW']
AHRC73DRAKLL7PNOVH57IHTTTYEA,['B00RCQKFKA']
AE6IY3DXLIC46ZV6SQKBMDPWYBBA,['B000UE8JWM']
AHOXBFJC367ATAT26JPXSPO3BWJA,['B00UVN20YA']
AFB25ZKJMFMCMG4ESVOMIGAMLK4A,['B004N8ZQKY']
AEHWEAMQ7HW5OTYDAYJ5MXMN7BBQ,['B00L3QENSA']
AFKSF67BGWUOYR5TM3HYIS65WOBQ,['B00144CABS']
AH7CSYJGOZH3TEF77MTQXBA66RFA,['B00WHUTQZ6']
AFNKF35QPC6MNF7AB27VFTRMU5UQ,['B00HZWYPZC']
AFGAPH2AUQ3QHUTDFMKIVBZEMZ2A,['B00KQCOV5C']
AG6MOZ6KQEGRKSYLKSAGQFLR4EMA,['B0147FL4BW']
AHHS36DF67XNNYSOTAPYLHABQTAA,['B00YBZDOGC']
AHN6ZLXT3ZLKNM5KMBBXZT6QRJQA,['B00JQTU434']
